,width,height
6136,300,444
6137,300,433
6138,300,422
6139,300,412
6140,300,444
6141,300,446
6142,300,445
6143,300,475
6144,300,425
6145,300,445
6146,300,400
6147,300,452
6148,261,385
6149,300,400
6150,300,444
6151,300,445
6152,300,444
6153,300,432
6154,300,444
6155,300,444
6156,300,443
6157,300,444
6158,220,340
6159,300,445
6160,300,394
6161,300,445
6162,300,444
6163,300,445
6164,300,468
6165,300,444
6166,300,445
6167,300,444
6168,300,444
6169,300,432
6170,296,438
6171,300,444
6172,300,444
6173,300,445
6174,300,445
6175,300,445
6176,300,445
6177,300,445
6178,300,445
6179,300,445
6180,300,444
6181,300,445
6182,300,444
6183,300,445
6184,300,444
6185,300,445
6186,300,450
6187,300,463
6188,300,446
6189,300,400
6190,300,411
6191,300,445
6192,300,443
6193,300,445
6194,300,444
6195,300,446
6196,300,206
6197,300,444
6198,300,445
6199,300,445
6200,300,444
6201,300,444
6202,300,435
6203,300,444
6204,300,450
6205,300,444
6206,300,445
6207,300,427
6208,300,444
6209,300,462
6210,300,445
6211,300,443
6212,300,445
6213,300,442
6214,300,418
6215,300,444
6216,300,435
6217,300,435
6218,300,444
6219,300,444
6220,300,425
6221,300,442
6222,300,445
6223,300,439
6224,300,432
6225,300,438
6226,300,434
6227,300,445
6228,300,468
6229,300,444
6230,300,443
6231,300,445
6232,300,445
6233,300,444
6234,300,434
6235,300,445
6236,300,445
6237,300,398
6238,300,443
6239,300,444
6240,300,442
6241,300,440
6242,300,435
6243,300,475
6244,300,445
6245,300,444
6246,300,412
6247,300,488
6248,300,444
6249,300,387
6250,300,411
6251,300,443
6252,300,445
6253,300,425
6254,300,397
6255,300,388
6256,300,445
6257,300,444
6258,300,446
6259,300,445
6260,300,444
6261,300,476
6262,300,445
6263,300,445
6264,300,434
6265,300,445
6266,300,404
6267,300,388
6268,300,470
6269,300,443
6270,300,143
6271,300,429
6272,300,412
6273,300,498
6274,300,449
6275,300,444
6276,300,439
6277,300,444
6278,300,464
6279,300,443
6280,300,445
6281,300,444
6282,300,443
6283,300,473
6284,300,409
6285,300,440
6286,300,444
6287,300,432
6288,300,444
6289,300,445
6290,300,430
6291,300,463
6292,300,407
6293,300,431
6294,300,444
6295,300,150
6296,300,433
6297,300,445
6298,300,444
6299,300,442
6300,89,132
6301,300,456
6302,300,469
6303,300,445
6304,300,449
6305,300,445
6306,300,445
6307,300,430
6308,300,445
6309,300,445
6310,300,456
6311,300,437
6312,300,445
6313,300,445
6314,300,445
6315,300,444
6316,300,445
6317,300,443
6318,300,444
6319,300,448
6320,300,445
6321,300,444
6322,300,384
6323,300,444
6324,300,444
6325,300,445
6326,300,445
6327,300,444
6328,300,444
6329,300,413
6330,300,444
6331,300,456
6332,300,445
6333,300,444
6334,300,444
6335,300,444
6336,300,200
6337,300,453
6338,300,449
6339,300,445
6340,300,443
6341,300,450
6342,300,440
6343,300,387
6344,300,424
6345,300,199
6346,300,463
6347,300,445
6348,300,377
6349,300,200
6350,237,350
6351,300,444
6352,300,411
6353,300,445
6354,300,439
6355,300,443
6356,300,434
6357,300,442
6358,300,439
6359,300,445
6360,300,475
6361,300,444
6362,300,444
6363,300,437
6364,300,431
6365,300,417
6366,300,445
6367,300,445
6368,300,444
6369,300,446
6370,300,443
6371,300,434
6372,300,445
6373,300,444
6374,300,445
6375,300,424
6376,300,445
6377,300,445
6378,300,451
6379,300,445
6380,300,453
6381,300,445
6382,300,400
6383,300,445
6384,300,444
6385,300,444
6386,300,445
6387,300,423
6388,300,445
6389,300,445
6390,300,445
6391,300,435
6392,300,444
6393,300,445
6394,300,435
6395,300,450
6396,300,384
6397,300,433
6398,300,444
6399,300,443
6400,300,444
6401,300,437
6402,300,450
6403,300,445
6404,300,445
6405,300,446
6406,300,445
6407,300,399
6408,300,445
6409,300,400
6410,300,450
6411,300,445
6412,300,437
6413,300,445
6414,300,444
6415,300,434
6416,300,444
6417,300,404
6418,300,419
6419,300,433
6420,300,450
6421,300,445
6422,300,445
6423,300,445
6424,300,475
6425,300,449
6426,300,445
6427,300,429
6428,300,444
6429,300,445
6430,300,420
6431,300,469
6432,300,445
6433,300,384
6434,300,445
6435,300,450
6436,300,445
6437,300,439
6438,300,400
6439,300,445
6440,300,475
6441,300,444
6442,300,445
6443,300,445
6444,300,443
6445,300,444
6446,300,444
6447,300,442
6448,300,445
6449,89,136
6450,300,445
6451,300,444
6452,300,445
6453,300,445
6454,300,445
6455,300,453
6456,300,463
6457,300,445
6458,300,445
6459,300,444
6460,300,445
6461,300,444
6462,300,445
6463,300,434
6464,300,445
6465,300,444
6466,300,445
6467,300,445
6468,300,445
6469,300,434
6470,300,446
6471,300,203
6472,300,445
6473,300,439
6474,300,444
6475,300,444
6476,300,433
6477,300,444
6478,300,445
6479,300,475
6480,300,434
6481,300,475
6482,300,445
6483,300,463
6484,300,445
6485,300,446
6486,300,447
6487,300,433
6488,300,466
6489,300,445
6490,300,433
6491,300,444
6492,300,444
6493,300,444
6494,300,445
6495,300,445
6496,300,444
6497,300,434
6498,300,444
6499,300,445
6500,300,444
6501,300,386
6502,300,432
6503,300,427
6504,300,444
6505,300,445
6506,300,445
6507,300,463
6508,300,445
6509,300,446
6510,300,443
6511,300,444
6512,300,443
6513,300,401
6514,300,445
6515,300,439
6516,300,443
6517,300,444
6518,300,445
6519,300,442
6520,300,383
6521,300,444
6522,300,450
6523,300,444
6524,300,444
6525,300,445
6526,300,444
6527,300,442
6528,300,444
6529,300,464
6530,300,444
6531,300,429
6532,300,475
6533,300,407
6534,300,445
6535,300,443
6536,300,445
6537,300,444
6538,300,445
6539,300,447
6540,300,455
6541,300,450
6542,300,440
6543,300,445
6544,300,432
6545,300,445
6546,300,444
6547,300,443
6548,300,444
6549,300,400
6550,300,438
6551,300,444
6552,300,444
6553,300,445
6554,300,423
6555,300,439
6556,300,431
6557,300,445
6558,300,439
6559,267,380
6560,300,445
6561,300,429
6562,300,442
6563,278,421
6564,300,444
6565,300,443
6566,300,439
6567,300,445
6568,300,386
6569,300,445
6570,300,444
6571,300,445
6572,300,444
6573,300,430
6574,300,428
6575,300,468
6576,300,200
6577,300,445
6578,300,445
6579,300,445
6580,300,437
6581,300,445
6582,300,434
6583,300,438
6584,300,450
6585,300,445
6586,300,444
6587,300,445
6588,300,445
6589,300,445
6590,300,444
6591,300,437
6592,300,444
6593,300,445
6594,300,421
6595,300,444
6596,300,445
6597,300,418
6598,300,463
6599,300,444
6600,300,437
6601,300,445
6602,300,425
6603,300,460
6604,300,450
6605,300,444
6606,300,420
6607,300,445
6608,300,445
6609,300,410
6610,300,439
6611,300,445
6612,300,450
6613,300,423
6614,300,453
6615,300,445
6616,300,444
6617,300,445
6618,300,464
6619,200,279
6620,300,444
6621,300,467
6622,300,444
6623,300,430
6624,300,450
6625,300,444
6626,300,425
6627,300,450
6628,300,434
6629,300,444
6630,300,444
6631,300,444
6632,300,444
6633,300,444
6634,300,398
6635,300,445
6636,300,446
6637,300,420
6638,300,445
6639,300,456
6640,300,435
6641,300,443
6642,300,432
6643,300,445
6644,300,444
6645,300,439
6646,300,445
6647,300,444
6648,300,445
6649,300,445
6650,300,462
6651,300,400
6652,300,435
6653,300,445
6654,300,443
6655,300,408
6656,300,429
6657,300,444
6658,300,153
6659,300,439
6660,300,444
6661,300,458
6662,89,140
6663,300,462
6664,300,444
6665,300,445
6666,300,445
6667,300,423
6668,300,400
6669,300,444
6670,300,429
6671,89,134
6672,300,424
6673,300,426
6674,300,445
6675,300,463
6676,300,444
6677,300,445
6678,300,443
6679,300,468
6680,300,446
6681,300,445
6682,300,444
6683,300,444
6684,300,480
6685,300,445
6686,300,444
6687,300,445
6688,300,444
6689,300,388
6690,300,445
6691,300,446
6692,300,445
6693,300,444
6694,300,445
6695,300,445
6696,300,475
6697,300,445
6698,300,443
6699,300,400
6700,300,442
6701,300,444
6702,300,443
6703,300,444
6704,300,445
6705,300,446
6706,300,445
6707,300,441
6708,300,445
6709,300,445
6710,300,391
6711,300,477
6712,300,445
6713,300,444
6714,300,444
6715,300,462
6716,300,445
6717,300,445
6718,300,429
6719,300,444
6720,300,456
6721,300,434
6722,300,433
6723,300,443
6724,300,445
6725,300,444
6726,300,445
6727,300,444
6728,300,444
6729,300,445
6730,300,468
6731,300,439
6732,300,444
6733,300,214
6734,300,424
6735,300,434
6736,300,445
6737,300,445
6738,300,439
6739,300,445
6740,300,444
6741,300,469
6742,300,445
6743,300,444
6744,300,441
6745,300,450
6746,300,444
6747,300,418
6748,300,445
6749,300,475
6750,300,445
6751,300,445
6752,300,445
6753,300,434
6754,300,445
6755,300,445
6756,300,445
6757,300,445
6758,300,426
6759,300,445
6760,300,445
6761,300,457
6762,300,445
6763,300,443
6764,300,445
6765,300,444
6766,300,445
6767,300,445
6768,300,450
6769,300,426
6770,300,444
6771,300,444
6772,300,433
6773,300,430
6774,300,436
6775,300,442
6776,300,444
6777,300,443
6778,300,444
6779,300,453
6780,300,400
6781,300,476
6782,300,444
6783,300,444
6784,300,445
6785,300,443
6786,300,439
6787,300,445
6788,300,444
6789,89,132
6790,300,445
6791,300,445
6792,300,444
6793,300,392
6794,300,445
6795,300,422
6796,300,445
6797,250,375
6798,300,444
6799,300,444
6800,300,467
6801,300,441
6802,300,445
6803,300,445
6804,294,432
6805,300,443
6806,300,445
6807,300,450
6808,300,451
6809,300,445
6810,300,439
6811,300,169
6812,300,480
6813,300,400
6814,300,445
6815,300,445
6816,300,444
6817,300,443
6818,300,450
6819,300,444
6820,300,444
6821,300,463
6822,300,445
6823,300,445
6824,300,447
6825,300,444
6826,300,225
6827,300,445
6828,300,439
6829,300,437
6830,300,445
6831,300,442
6832,300,433
6833,300,444
6834,300,469
6835,300,467
6836,300,444
6837,300,400
6838,300,400
6839,300,434
6840,300,434
6841,300,442
6842,300,443
6843,300,444
6844,300,449
6845,300,225
6846,300,445
6847,300,444
6848,300,400
6849,300,445
6850,300,443
6851,300,447
6852,300,443
6853,300,444
6854,300,445
6855,300,420
6856,300,425
6857,300,447
6858,300,444
6859,300,444
6860,300,450
6861,300,444
6862,300,445
6863,300,463
6864,300,435
6865,300,434
6866,300,450
6867,300,434
6868,300,444
6869,300,445
6870,300,443
6871,300,444
6872,300,430
6873,300,434
6874,300,437
6875,300,445
6876,300,445
6877,300,300
6878,300,445
6879,300,405
6880,300,448
6881,300,445
6882,300,445
6883,300,445
6884,300,444
6885,300,443
6886,300,444
6887,300,445
6888,300,445
6889,300,445
6890,300,463
6891,300,445
6892,300,443
6893,300,444
6894,300,450
6895,300,443
6896,300,445
6897,300,443
6898,300,445
6899,300,442
6900,300,469
6901,300,449
6902,300,445
6903,300,445
6904,300,444
6905,300,300
6906,300,445
6907,300,445
6908,300,438
6909,300,452
6910,300,394
6911,300,410
6912,300,450
6913,300,443
6914,300,444
6915,300,445
6916,300,444
6917,300,444
6918,300,434
6919,300,435
6920,300,444
6921,300,444
6922,300,469
6923,300,447
6924,300,444
6925,300,433
6926,300,445
6927,300,444
6928,300,444
6929,300,443
6930,300,445
6931,300,445
6932,300,388
6933,300,436
6934,300,443
6935,300,435
6936,300,445
6937,300,440
6938,300,445
6939,300,444
6940,300,437
6941,300,445
6942,300,445
6943,300,428
6944,300,445
6945,300,444
6946,300,445
6947,300,445
6948,300,444
6949,300,441
6950,300,453
6951,300,444
6952,300,445
6953,300,388
6954,300,440
6955,300,450
6956,300,475
6957,300,450
6958,300,442
6959,300,400
6960,300,424
6961,300,468
6962,300,445
6963,300,445
6964,300,447
6965,300,445
6966,300,485
6967,300,435
6968,300,444
6969,300,468
6970,300,443
6971,300,469
6972,300,445
6973,300,445
6974,300,386
6975,300,400
6976,300,400
6977,300,450
6978,300,444
6979,300,533
6980,300,444
6981,89,132
6982,300,444
6983,300,445
6984,300,444
6985,300,469
6986,300,441
6987,300,469
6988,300,445
6989,300,445
6990,300,433
6991,300,438
6992,300,456
6993,300,439
6994,300,444
6995,300,444
6996,300,429
6997,300,467
6998,300,444
6999,300,444
7000,300,445
7001,300,445
7002,300,463
7003,300,445
7004,300,444
7005,300,445
7006,300,431
7007,300,438
7008,300,445
7009,300,445
7010,300,456
7011,286,424
7012,300,445
7013,300,443
7014,300,434
7015,300,444
7016,300,443
7017,300,445
7018,300,445
7019,300,444
7020,300,445
7021,300,444
7022,300,463
7023,300,444
7024,300,443
7025,300,444
7026,300,445
7027,300,424
7028,300,437
7029,300,225
7030,300,445
7031,300,450
7032,300,446
7033,300,425
7034,300,444
7035,300,444
7036,300,445
7037,300,433
7038,300,440
7039,300,444
7040,300,445
7041,300,445
7042,300,445
7043,300,303
7044,300,429
7045,300,445
7046,300,439
7047,300,401
7048,300,419
7049,300,445
7050,300,444
7051,300,445
7052,300,457
7053,300,445
7054,300,445
7055,300,445
7056,300,424
7057,300,445
7058,300,443
7059,300,444
7060,300,445
7061,300,447
7062,300,443
7063,300,432
7064,300,442
7065,300,434
7066,300,443
7067,300,388
7068,300,421
7069,300,444
7070,300,450
7071,300,436
7072,300,444
7073,300,437
7074,300,444
7075,300,445
7076,300,463
7077,300,445
7078,300,456
7079,300,456
7080,300,470
7081,300,400
7082,300,440
7083,300,383
7084,300,433
7085,300,440
7086,300,437
7087,300,444
7088,300,430
7089,300,444
7090,300,445
7091,300,445
7092,300,445
7093,300,469
7094,300,444
7095,300,440
7096,300,444
7097,300,445
7098,300,445
7099,300,446
7100,300,450
7101,300,446
7102,300,444
7103,300,400
7104,300,445
7105,300,429
7106,300,475
7107,300,444
7108,300,445
7109,300,445
7110,300,434
7111,300,400
7112,300,425
7113,300,444
7114,300,445
7115,300,444
7116,300,445
7117,300,444
7118,300,450
7119,300,444
7120,300,444
7121,300,439
7122,300,445
7123,300,440
7124,300,438
7125,300,445
7126,300,475
7127,300,445
7128,300,445
7129,300,444
7130,300,438
7131,300,253
7132,300,450
7133,300,429
7134,300,414
7135,300,445
7136,300,444
7137,300,443
7138,300,444
7139,89,132
7140,300,445
7141,300,471
7142,300,444
7143,300,435
7144,300,445
7145,300,400
7146,300,445
7147,300,475
7148,300,475
7149,300,475
7150,300,445
7151,300,425
7152,300,444
7153,300,444
7154,300,445
7155,300,468
7156,300,442
7157,300,444
7158,300,468
7159,300,444
7160,300,445
7161,300,464
7162,300,441
7163,300,436
7164,300,426
7165,300,443
7166,300,375
7167,300,442
7168,300,445
7169,300,445
7170,300,424
7171,300,439
7172,300,444
7173,300,443
7174,300,446
7175,300,433
7176,300,438
7177,300,445
7178,300,443
7179,300,401
7180,300,443
7181,300,442
7182,300,415
7183,300,444
7184,300,433
7185,300,443
7186,300,429
7187,300,439
7188,300,169
7189,300,428
7190,300,445
7191,300,433
7192,300,445
7193,300,444
7194,300,475
7195,300,444
7196,300,420
7197,300,464
7198,300,444
7199,300,445
7200,300,445
7201,300,444
7202,300,375
7203,300,427
7204,300,414
7205,300,444
7206,300,439
7207,300,447
7208,300,475
7209,300,444
7210,300,445
7211,300,445
7212,300,444
7213,300,420
7214,300,444
7215,89,132
7216,300,445
7217,300,444
7218,300,445
7219,300,445
7220,300,444
7221,300,420
7222,300,445
7223,300,469
7224,300,434
7225,300,434
7226,300,445
7227,300,443
7228,300,420
7229,300,443
7230,300,444
7231,300,420
7232,300,444
7233,300,450
7234,300,450
7235,300,495
7236,300,450
7237,300,442
7238,300,444
7239,300,445
7240,300,437
7241,300,445
7242,300,444
7243,300,443
7244,300,430
7245,300,443
7246,300,444
7247,300,443
7248,300,437
7249,300,437
7250,300,446
7251,300,445
7252,300,437
7253,300,445
7254,300,443
7255,300,445
7256,300,439
7257,300,444
7258,300,447
7259,300,450
7260,300,445
7261,300,429
7262,300,445
7263,300,436
7264,300,445
7265,300,445
7266,300,470
7267,300,464
7268,300,444
7269,300,444
7270,300,445
7271,300,477
7272,300,464
7273,300,444
7274,300,444
7275,300,434
7276,300,444
7277,300,429
7278,300,445
7279,300,445
7280,300,445
7281,300,450
7282,300,443
7283,300,475
7284,300,348
7285,300,450
7286,300,443
7287,300,428
7288,300,444
7289,300,452
7290,300,443
7291,300,445
7292,300,444
7293,300,467
7294,300,444
7295,300,444
7296,300,420
7297,300,428
7298,300,475
7299,300,444
7300,300,444
7301,300,445
7302,300,435
7303,300,445
7304,300,442
7305,300,444
7306,300,422
7307,300,464
7308,300,457
7309,300,445
7310,300,445
7311,300,443
7312,89,132
7313,300,445
7314,300,411
7315,300,443
7316,300,444
7317,300,445
7318,300,445
7319,300,444
7320,300,440
7321,300,468
7322,300,445
7323,300,467
7324,300,445
7325,300,444
7326,89,139
7327,300,434
7328,300,442
7329,300,444
7330,300,445
7331,300,443
7332,300,444
7333,300,444
7334,300,463
7335,300,446
7336,300,400
7337,300,444
7338,300,445
7339,300,456
7340,300,438
7341,300,445
7342,300,429
7343,300,443
7344,300,429
7345,300,444
7346,300,400
7347,300,442
7348,300,445
7349,300,438
7350,300,442
7351,300,400
7352,300,430
7353,300,427
7354,300,445
7355,300,445
7356,300,419
7357,300,422
7358,300,442
7359,300,445
7360,300,423
7361,300,447
7362,300,444
7363,300,444
7364,300,445
7365,300,438
7366,300,404
7367,300,430
7368,300,450
7369,300,444
7370,300,460
7371,300,444
7372,300,444
7373,300,469
7374,300,444
7375,300,445
7376,300,391
7377,300,444
7378,300,394
7379,300,444
7380,300,430
7381,300,428
7382,300,450
7383,300,445
7384,300,445
7385,300,445
7386,300,445
7387,300,441
7388,300,444
7389,300,444
7390,300,445
7391,300,444
7392,300,498
7393,300,444
7394,300,443
7395,300,438
7396,300,383
7397,300,433
7398,300,445
7399,300,445
7400,300,443
7401,300,444
7402,300,442
7403,300,407
7404,300,445
7405,300,450
7406,300,434
7407,300,444
7408,300,419
7409,300,445
7410,300,443
7411,300,430
7412,300,444
7413,300,394
7414,300,447
7415,300,404
7416,300,464
7417,300,442
7418,300,475
7419,300,424
7420,300,450
7421,300,425
7422,300,428
7423,300,444
7424,300,445
7425,300,444
7426,300,446
7427,300,445
7428,300,445
7429,300,445
7430,300,445
7431,300,443
7432,300,435
7433,300,439
7434,300,434
7435,300,433
7436,300,445
7437,300,200
7438,300,463
7439,300,423
7440,300,445
7441,300,444
7442,300,434
7443,300,444
7444,300,444
7445,300,433
7446,300,445
7447,300,445
7448,300,430
7449,300,434
7450,300,439
7451,300,443
7452,300,424
7453,300,461
7454,300,444
7455,300,445
7456,300,445
7457,300,444
7458,300,445
7459,300,400
7460,300,445
7461,300,444
7462,300,426
7463,300,445
7464,300,400
7465,300,440
7466,300,433
7467,300,434
7468,300,442
7469,300,445
7470,300,448
7471,300,445
7472,300,444
7473,300,453
7474,300,444
7475,300,468
7476,300,444
7477,300,444
7478,300,444
7479,300,444
7480,300,444
7481,300,422
7482,300,445
7483,300,444
7484,300,434
7485,300,445
7486,300,468
7487,300,444
7488,300,444
7489,300,444
7490,300,428
7491,300,439
7492,300,444
7493,300,438
7494,300,445
7495,300,445
7496,300,434
7497,300,424
7498,300,444
7499,300,434
7500,300,445
7501,300,445
7502,300,445
7503,300,445
7504,300,444
7505,267,387
7506,300,400
7507,300,442
7508,300,444
7509,300,444
7510,300,432
7511,300,436
7512,300,445
7513,300,443
7514,300,445
7515,300,469
7516,300,433
7517,300,444
7518,300,406
7519,300,407
7520,300,450
7521,300,445
7522,300,445
7523,300,445
7524,300,169
7525,300,444
7526,300,444
7527,300,444
7528,300,444
7529,300,444
7530,300,378
7531,300,445
7532,300,444
7533,300,444
7534,300,469
7535,300,475
7536,300,445
7537,300,444
7538,300,444
7539,300,406
7540,300,479
7541,300,400
7542,300,443
7543,300,444
7544,300,444
7545,300,445
7546,300,444
7547,300,445
7548,300,444
7549,300,444
7550,300,442
7551,300,433
7552,300,433
7553,300,442
7554,300,444
7555,300,443
7556,300,444
7557,300,480
7558,300,445
7559,300,445
7560,300,444
7561,300,429
7562,300,445
7563,300,444
7564,300,400
7565,300,422
7566,300,444
7567,300,400
7568,300,445
7569,300,445
7570,300,437
7571,300,444
7572,300,444
7573,300,444
7574,300,444
7575,300,463
7576,300,475
7577,300,443
7578,300,450
7579,300,444
7580,300,433
7581,300,475
7582,300,442
7583,300,445
7584,300,445
7585,300,425
7586,300,480
7587,300,444
7588,300,444
7589,300,445
7590,300,444
7591,300,439
7592,300,392
7593,300,427
7594,300,445
7595,300,446
7596,300,444
7597,300,400
7598,300,463
7599,300,444
7600,300,424
7601,300,450
7602,300,448
7603,300,475
7604,300,468
7605,300,444
7606,300,413
7607,300,408
7608,300,437
7609,300,425
7610,300,445
7611,300,438
7612,300,444
7613,300,444
7614,300,437
7615,300,444
7616,300,440
7617,300,430
7618,300,454
7619,300,300
7620,300,450
7621,300,437
7622,300,462
7623,300,445
7624,300,445
7625,300,445
7626,300,444
7627,300,444
7628,300,432
7629,300,445
7630,300,442
7631,300,445
7632,300,408
7633,300,444
7634,300,400
7635,300,468
7636,300,444
7637,300,445
7638,300,445
7639,300,430
7640,300,445
7641,300,434
7642,89,132
7643,300,445
7644,300,462
7645,300,443
7646,300,445
7647,300,400
7648,300,419
7649,300,450
7650,300,475
7651,300,444
7652,300,434
7653,300,415
7654,300,430
7655,300,444
7656,300,444
7657,300,475
7658,300,434
7659,300,200
7660,300,475
7661,300,424
7662,300,475
7663,300,445
7664,300,445
7665,300,444
7666,300,422
7667,300,444
7668,300,444
7669,300,468
7670,300,475
7671,300,444
7672,300,441
7673,300,225
7674,300,450
7675,300,450
7676,300,429
7677,300,470
7678,300,464
7679,300,400
7680,300,434
7681,300,434
7682,300,445
7683,300,445
7684,300,430
7685,300,450
7686,300,444
7687,300,444
7688,300,445
7689,300,443
7690,300,445
7691,300,443
7692,300,454
7693,300,441
7694,300,444
7695,300,444
7696,300,445
7697,300,445
7698,300,443
7699,300,444
7700,300,445
7701,300,444
7702,300,444
7703,300,445
7704,300,450
7705,300,433
7706,300,445
7707,300,475
7708,300,444
7709,300,480
7710,300,445
7711,300,444
7712,300,436
7713,300,444
7714,300,443
7715,300,444
7716,300,433
7717,300,444
7718,300,428
7719,300,444
7720,300,439
7721,300,428
7722,300,444
7723,300,400
7724,300,429
7725,300,445
7726,300,435
7727,300,444
7728,300,445
7729,300,225
7730,300,420
7731,300,456
7732,300,396
7733,300,444
7734,300,444
7735,300,428
7736,300,444
7737,300,445
7738,300,444
7739,300,444
7740,300,444
7741,300,419
7742,300,442
7743,300,456
7744,300,444
7745,300,463
7746,300,432
7747,300,441
7748,300,445
7749,300,444
7750,300,445
7751,300,443
7752,300,444
7753,300,445
7754,300,479
7755,300,479
7756,300,443
7757,300,435
7758,300,475
7759,300,530
7760,300,446
7761,300,445
7762,300,444
7763,300,445
7764,300,444
7765,300,445
7766,300,434
7767,300,429
7768,300,444
7769,300,463
7770,300,468
7771,300,475
7772,300,445
7773,300,444
7774,300,444
7775,300,441
7776,300,445
7777,300,444
7778,300,433
7779,300,444
7780,300,448
7781,300,432
7782,300,408
7783,300,445
7784,300,444
7785,300,442
7786,300,443
7787,300,400
7788,300,450
7789,300,445
7790,300,427
7791,300,450
7792,300,432
7793,300,450
7794,300,443
7795,300,442
7796,300,439
7797,300,441
7798,300,431
7799,300,444
7800,300,433
7801,300,400
7802,300,421
7803,300,389
7804,300,444
7805,300,444
7806,300,445
7807,300,444
7808,300,445
7809,300,445
7810,300,445
7811,300,443
7812,300,444
7813,300,425
7814,300,441
7815,300,434
7816,300,450
7817,300,434
7818,300,386
7819,300,440
7820,300,389
7821,300,403
7822,300,429
7823,300,443
7824,300,445
7825,300,429
7826,300,420
7827,300,467
7828,300,444
7829,300,444
7830,300,456
7831,300,445
7832,300,445
7833,300,169
7834,300,400
7835,300,444
7836,300,467
7837,300,436
7838,300,447
7839,300,445
7840,300,424
7841,300,444
7842,300,420
7843,300,404
7844,300,444
7845,300,434
7846,300,445
7847,300,433
7848,300,439
7849,300,445
7850,300,169
7851,300,445
7852,300,400
7853,300,443
7854,300,445
7855,300,434
7856,300,444
7857,300,428
7858,300,445
7859,300,434
7860,300,475
7861,300,444
7862,300,475
7863,300,442
7864,300,439
7865,300,445
7866,300,444
7867,300,437
7868,300,419
7869,300,450
7870,300,437
7871,300,418
7872,300,442
7873,300,445
7874,300,444
7875,300,443
7876,300,445
7877,300,444
7878,300,439
7879,300,444
7880,300,397
7881,300,444
7882,300,444
7883,300,444
7884,300,439
7885,300,444
7886,300,445
7887,300,453
7888,300,445
7889,300,467
7890,300,434
7891,300,444
7892,300,444
7893,300,420
7894,300,430
7895,300,442
7896,300,443
7897,300,445
7898,300,444
7899,300,475
7900,300,445
7901,300,445
7902,300,433
7903,300,395
7904,300,445
7905,300,444
7906,300,445
7907,300,443
7908,300,434
7909,300,445
7910,300,445
7911,300,434
7912,300,444
7913,300,442
7914,300,460
7915,300,434
7916,300,445
7917,300,433
7918,300,420
7919,300,400
7920,300,444
7921,300,424
7922,300,444
7923,300,445
7924,300,429
7925,300,424
7926,300,443
7927,300,441
7928,300,428
7929,300,445
7930,300,457
7931,300,445
7932,300,442
7933,300,445
7934,300,434
7935,300,461
7936,300,444
7937,300,433
7938,300,445
7939,300,480
7940,300,441
7941,300,444
7942,300,430
7943,300,464
7944,300,442
7945,300,445
7946,300,439
7947,300,456
7948,300,384
7949,300,424
7950,300,443
7951,300,464
7952,300,445
7953,300,444
7954,300,433
7955,300,445
7956,300,442
7957,300,388
7958,300,433
7959,240,359
7960,300,443
7961,300,426
7962,300,440
7963,300,444
7964,300,420
7965,300,388
7966,300,450
7967,300,439
7968,300,169
7969,300,444
7970,300,449
7971,89,132
7972,300,444
7973,300,445
7974,300,425
7975,300,426
7976,300,450
7977,300,445
7978,300,443
7979,300,400
7980,300,414
7981,300,430
7982,300,444
7983,300,445
7984,300,450
7985,300,426
7986,300,427
7987,300,401
7988,300,409
7989,300,442
7990,300,444
7991,300,415
7992,300,462
7993,300,444
7994,300,445
7995,300,388
7996,300,445
7997,300,428
7998,300,444
7999,300,150
8000,300,428
8001,300,450
8002,300,169
8003,300,443
8004,300,423
8005,300,441
8006,300,444
8007,300,444
8008,300,444
8009,300,434
8010,300,430
8011,300,375
8012,300,444
8013,300,433
8014,300,444
8015,300,429
8016,300,450
8017,300,434
8018,300,427
8019,300,439
8020,300,444
8021,300,464
8022,300,424
8023,300,444
8024,300,444
8025,300,437
8026,300,444
8027,300,431
8028,300,431
8029,300,400
8030,300,428
8031,300,443
8032,300,134
8033,300,420
8034,300,429
8035,300,428
8036,300,419
8037,300,445
8038,300,424
8039,300,400
8040,300,445
8041,300,169
8042,300,445
8043,300,439
8044,300,444
8045,300,423
8046,300,430
8047,300,420
8048,300,456
8049,300,169
8050,300,450
8051,300,173
